gen,idx,w_pnl,w_sortino,w_mdd,fitness,eval_pnl,eval_sortino,eval_drawdown,eval_ret_mean
12,14,0.8596,0.5918,0.8153,-11.4413,-2.4895,-15.7175,0.0000,-3.1941
12,15,0.3677,1.3449,0.0000,68.1041,2.3322,50.0000,0.0000,-1.5297
12,16,1.3010,0.9620,0.7380,-20.5433,-4.1127,-15.7927,0.0000,-2.3343
12,17,0.8192,1.6218,1.7103,80.5576,0.9566,50.0000,0.7701,-5.9352
12,18,0.5830,1.1355,1.6413,-30.6374,-4.0040,-9.6939,10.5377,-4.7741
12,19,1.9906,1.3217,0.7507,14.6943,0.7254,10.0248,0.0000,-2.1299
12,20,0.6624,1.5539,0.5209,3929.5918,4.5684,2526.8501,0.0000,-2.6081
12,21,0.8527,2.0000,1.8466,-36.6737,-3.3243,-15.4224,1.6217,-2.9244
12,22,0.0143,1.3835,1.5497,69.2078,2.3015,50.0000,0.0000,-3.5617
12,23,0.3692,1.7148,1.3267,83.7621,3.7017,50.0000,2.5217,-2.5511
12,24,1.8679,2.0000,0.5777,106.6047,3.8705,50.0000,1.0818,-1.4587
12,25,0.2104,1.7831,2.0000,-33.4895,-6.8913,-15.7074,2.0161,-4.7250
12,26,0.8249,1.2675,2.0000,5.9872,0.4373,4.4389,0.0000,-1.3272
12,27,0.0000,1.1502,1.0950,54.5088,3.6309,50.0000,2.7407,-5.5367
12,28,0.9273,1.3601,1.2046,-24.3181,-2.6103,-15.8518,0.2796,-4.0226
12,29,1.5792,1.0251,1.0568,55.0555,4.4010,50.0000,2.9827,-1.6795
12,30,0.0000,1.3462,0.2310,67.3125,4.0984,50.0000,0.0000,-2.8324
12,31,0.3524,1.2752,1.3860,-5.6480,-0.3568,-4.3305,0.0000,-3.8782
12,32,1.9604,2.0000,0.9306,12.5321,1.1209,8.8549,7.9254,-4.1073
12,33,2.0000,2.0000,0.7789,-25.4569,-2.3341,-10.3943,0.0000,-3.9473
12,34,1.0751,1.3416,0.7392,16.3932,2.2602,10.4078,0.0000,-2.5470
12,35,0.1795,1.5412,1.3504,78.0770,5.6589,50.0000,0.0000,-2.4544
12,36,1.9308,1.5257,0.4309,18.1943,1.2299,12.3287,6.9393,-4.8129
12,37,0.9744,1.0508,1.5748,115.7341,2.9220,117.8604,6.9572,-3.3281
12,38,0.8477,2.0000,0.9346,-32.9033,-3.4006,-12.5469,5.2715,-3.5767
12,39,0.0000,1.3210,0.0177,-20.9573,-5.1671,-15.8650,0.0000,-3.7191
12,40,0.5372,1.9690,0.2481,-14.4419,-0.7243,-6.7089,3.3987,-2.5015
12,41,0.0000,1.5897,1.1204,79.4870,3.7466,50.0000,0.0000,-2.2048
12,42,0.4891,2.0000,1.7517,101.9399,3.9662,50.0000,0.0000,-2.3287
12,43,0.9879,0.7860,0.9884,-11.5704,-0.5936,-13.9753,0.0000,-2.1854
12,44,1.1982,1.1961,1.2097,-14.1292,-2.9482,-8.8596,0.0000,-2.9839
12,45,0.0391,1.5417,0.0819,77.2849,5.1406,50.0000,0.0000,-3.8628
12,46,0.5123,1.0513,1.3019,-21.4158,-4.1925,-15.2002,2.5251,-3.4669
12,47,0.0214,1.4254,0.0000,71.3591,4.1390,50.0000,0.0000,-3.4895
13,0,0.6624,1.5539,0.5209,80.7489,6.4585,50.0000,2.3544,-2.3422
13,1,0.4453,1.9224,1.6437,-37.3519,-5.3294,-14.9596,3.7844,-2.6436
13,2,0.9744,1.0508,1.5748,88.6383,2.2492,82.2707,0.0000,-2.9024
13,3,1.8679,2.0000,0.5777,-7.5368,-0.2524,-1.5085,7.0072,-4.4020
13,4,0.4891,2.0000,1.7517,-27.0722,-1.5919,-8.9060,4.8420,-2.2313
13,5,0.3692,1.7148,1.3267,487.0730,4.2245,290.1702,9.1027,-4.1564
13,6,0.8192,1.6218,1.7103,-24.2144,-4.4992,-12.6577,0.0000,-3.3060
13,7,0.0000,1.5897,1.1204,-26.0963,-3.3679,-13.4008,4.2775,-2.8735
13,8,0.1795,1.5412,1.3504,78.2934,6.8644,50.0000,0.0000,-3.4299
13,9,0.0391,1.5417,0.0819,-23.9562,-3.3735,-15.4536,0.0000,-3.1232
13,10,0.0214,1.4254,0.0000,-21.3223,-3.2328,-14.9101,2.3628,-3.6143
13,11,0.0143,1.3835,1.5497,271.6788,1.5375,200.1859,3.4199,-3.5152
13,12,0.3677,1.3449,0.0000,-19.0333,-3.6016,-13.1672,0.0000,-2.8579
13,13,0.0000,1.3462,0.2310,33.1097,1.5403,25.5863,5.7836,-2.6358
13,14,1.2886,1.2572,1.0121,4.1796,0.8667,7.8317,6.7023,-2.2398
13,15,0.4207,1.7756,1.6827,135.4452,2.8701,82.5189,7.3018,-3.2148
13,16,0.9111,0.7906,1.1556,38.8856,2.8268,50.0000,2.7877,-3.3385
13,17,0.0000,1.7696,1.1777,-26.7165,-3.4628,-15.0975,0.0000,-2.9675
13,18,0.0000,1.5338,0.4729,76.6906,4.5642,50.0000,0.0000,-2.3812
13,19,0.5636,1.8810,1.5840,-29.8606,-3.0227,-14.9693,0.0000,-3.9381
13,20,0.3075,1.6716,1.1582,-15.2091,-0.5072,-7.6435,1.9651,-3.2690
13,21,0.2799,1.3786,1.0676,-10.7604,-0.3892,-2.2126,7.1201,-3.6699
13,22,0.2218,2.0000,1.6761,101.1100,5.0051,50.0000,0.0000,-3.4899
13,23,0.0000,1.4984,0.0000,0.1952,0.0173,0.1302,0.0000,-2.8190
13,24,0.0876,1.8875,1.6434,-32.3604,-4.2612,-15.6304,1.5122,-3.3438
13,25,0.5473,1.8663,1.5649,-0.3504,-0.0168,-0.1828,0.0000,-3.5157
13,26,0.8753,1.7239,1.8938,-3.5046,1.0009,6.8573,8.5555,-3.0865
13,27,1.9069,2.0000,0.5143,20.4790,0.8401,10.7711,5.1821,-3.2970
13,28,0.0000,1.4877,0.5011,-24.4469,-6.1422,-14.9968,4.2639,-3.9591
13,29,0.4201,1.2572,0.2455,692.9096,3.6196,549.9262,0.0000,-2.5120
13,30,0.7354,2.0000,1.1832,-26.6457,-3.6931,-11.9649,0.0000,-2.6805
13,31,0.0000,1.3587,0.1494,-17.9769,-0.9472,-13.0884,1.3002,-6.1997
13,32,0.1473,1.6186,1.2759,-30.2310,-5.9103,-15.0844,3.8758,-3.4875
13,33,0.0000,1.7286,1.3481,86.4276,2.6367,50.0000,0.0000,-2.1572
13,34,0.7115,1.7283,1.5836,-24.1125,-1.8317,-13.1977,0.0000,-1.8726
13,35,0.4126,1.4435,0.6353,69.3040,4.2696,50.0000,7.2882,-3.0497
13,36,0.2960,2.0000,0.7209,-29.1030,-3.0797,-14.0957,0.0000,-2.3454
13,37,0.0000,1.6627,1.2209,-20.8006,-1.7087,-7.7559,6.4745,-2.6678
13,38,0.3735,2.0000,1.7539,-32.9833,-4.0399,-15.7371,0.0000,-4.8202
13,39,1.4618,0.8829,1.5642,51.3644,4.9387,50.0000,0.0000,-3.1603
13,40,0.0000,1.0364,0.3876,50.2290,2.0904,50.0000,4.1014,-3.2094
13,41,0.1701,1.6601,1.7377,-15.8254,-3.4508,-9.1792,0.0000,-2.7063
13,42,1.0666,1.3324,1.9298,66.7811,4.9635,50.0000,2.6591,-4.5309
13,43,1.1021,1.5259,1.1188,-21.6851,-1.3260,-11.3533,2.5917,-2.3197
13,44,0.8098,0.9411,1.6685,48.3758,5.6893,50.0000,1.9684,-1.9937
13,45,0.4603,1.3293,1.2436,67.9206,4.9623,50.0000,0.6680,-2.7534
13,46,0.0000,1.4637,0.8778,-22.2724,-3.8197,-15.2162,0.0000,-3.4669
13,47,0.2575,1.3169,0.0698,2.0087,0.2418,1.4780,0.0000,-4.5566
14,0,0.4201,1.2572,0.2455,-18.1452,-4.3402,-12.9824,0.0000,-3.2860
14,1,0.3692,1.7148,1.3267,-33.6632,-5.1914,-13.3659,6.6532,-1.8076
14,2,0.0143,1.3835,1.5497,-8.9547,-1.1715,-6.4604,0.0000,-4.6338
14,3,0.4207,1.7756,1.6827,-6.4146,1.2418,6.5336,11.0171,-2.5381
14,4,0.2218,2.0000,1.6761,93.7453,5.7006,50.0000,4.4860,-3.0035
14,5,0.9744,1.0508,1.5748,-19.6664,-2.1402,-15.6559,0.7178,-3.6425
14,6,0.0000,1.7286,1.3481,50.9953,2.4187,35.6500,7.8837,-1.7862
14,7,0.6624,1.5539,0.5209,-16.8761,-0.7547,-9.8967,1.9146,-3.4108
14,8,0.1795,1.5412,1.3504,78.5336,8.2024,50.0000,0.0000,-2.8049
14,9,0.0000,1.5338,0.4729,-22.3859,-3.0186,-14.5949,0.0000,-3.4991
14,10,0.4126,1.4435,0.6353,69.9674,5.4307,50.0000,6.9982,-1.9351
14,11,0.4603,1.3293,1.2436,68.0871,3.5195,50.0000,0.0000,-1.7367
14,12,1.0666,1.3324,1.9298,64.5088,3.8206,50.0000,3.2050,-2.8782
14,13,1.4618,0.8829,1.5642,15.8385,2.7163,30.2175,9.4688,-3.4898
14,14,0.0000,1.0364,0.3876,-12.3615,-2.8386,-8.3248,9.6329,-2.4966
14,15,1.0508,1.4693,2.0000,83.6133,9.6575,50.0000,0.0000,-2.6321
14,16,0.2032,1.8529,1.0179,65.9858,2.2256,39.2143,6.9996,-2.3757
14,17,0.7003,1.7080,1.7242,-30.7080,-0.6591,-1.7255,15.8329,-2.8726
14,18,0.0000,1.5742,1.4435,3.7445,2.5585,14.3907,13.0999,-4.5842
14,19,0.0000,1.2497,0.0000,-14.4521,-2.2981,-11.5641,4.3224,-1.8704
14,20,0.6072,1.5251,0.6589,78.1919,6.9080,50.0000,3.4272,-3.8694
14,21,1.1661,0.9472,2.0000,-26.7003,-3.8335,-13.5277,4.7079,-2.2622
14,22,0.4893,2.0000,1.8982,103.0100,6.1513,50.0000,0.0000,-3.6401
