recorded_at_utc,dataset_window,instrument,contract,bar_type,candle_mode,source_rows,strategy,calculation_mode,fast_length,slow_length,selection,take_profit_ticks,stop_loss_ticks,use_trailing_stop,trail_trigger_ticks,trail_offset_ticks,gross_pnl,fees,net_pnl,max_drawdown,net_to_drawdown,trade_count,fill_count,win_rate_pct,profit_factor,execution_backend,source_output,strategy_parameters
2026-08-06,2026-07-05T22:00:00Z/2026-08-03T23:47:00Z,ES,ESU6,minute_1,heikin_ashi,29087,HmaCross,incremental,36,300,baseline_risk_ratio,0,0,false,0,0,9012.50,3067.20,5945.30,12079.28,0.492190,533,1065,37.0301,1.063878,prepared_cpu,/tmp/midas-es-1m-ha-hma-incremental-output-v6,{}
2026-08-06,2026-07-05T22:00:00Z/2026-08-03T23:47:00Z,ES,ESU6,minute_1,heikin_ashi,29087,HmaCross,incremental,36,300,tpsl_best_risk_ratio,40,0,false,0,0,12512.50,3067.20,9445.30,4259.26,2.217592,533,1065,43.6090,1.118449,prepared_cpu,/tmp/midas-es-1m-ha-hma36-300-tpsl-output-v1,{}
2026-08-06,2026-07-05T22:00:00Z/2026-08-03T23:47:00Z,ES,ESU6,minute_1,heikin_ashi,29087,HmaCross,incremental,36,300,tpsl_best_net,60,0,false,0,0,13012.50,3067.20,9945.30,5796.76,1.715665,533,1065,40.9774,1.117336,prepared_cpu,/tmp/midas-es-1m-ha-hma36-300-tpsl-output-v1,{}
2026-08-06,2026-07-05T22:00:00Z/2026-08-03T23:47:00Z,ES,ESU6,minute_1,heikin_ashi,29087,HmaCross,incremental,36,300,trail_best_risk_ratio,40,0,true,20,30,11850.00,3067.20,8782.80,4532.68,1.937662,533,1065,40.4135,1.133875,prepared_cpu,/tmp/midas-es-1m-ha-hma36-300-trail-output-v1,{}
2026-08-06,2026-07-05T22:00:00Z/2026-08-03T23:35:00Z,GC,GCZ6,minute_1,heikin_ashi,19191,HmaCross,incremental,7,300,baseline_risk_ratio,0,0,false,0,0,47270.00,4445.40,42824.60,25981.70,1.648260,717,1434,33.3333,1.278473,prepared_cpu,/tmp/midas-gc-1m-ha-hma-incremental-output-v6,{}
2026-08-06,2026-07-05T22:00:00Z/2026-08-03T23:35:00Z,GC,GCZ6,minute_1,heikin_ashi,19191,HmaCross,incremental,7,300,tpsl_best_risk_ratio,0,20,false,0,0,51990.00,4445.40,47544.60,8883.90,5.351771,717,1434,26.9177,1.493720,prepared_cpu,/tmp/midas-gc-1m-ha-hma7-300-tpsl-output-v1,{}
2026-08-06,2026-07-05T22:00:00Z/2026-08-03T23:35:00Z,GC,GCZ6,minute_1,heikin_ashi,19191,HmaCross,incremental,7,300,trail_best_risk_ratio,0,20,true,10,10,52240.00,4445.40,47794.60,1819.90,26.262212,717,1434,57.7406,1.958026,prepared_cpu,/tmp/midas-gc-1m-ha-hma7-300-trail-output-v1,{}
2026-08-06,2026-07-05T22:00:00Z/2026-08-03T23:35:00Z,GC,GCZ6,minute_1,heikin_ashi,19191,HmaCross,incremental,7,300,trail_best_net,0,20,true,40,5,57190.00,4445.40,52744.60,3295.10,16.006980,717,1434,39.6095,1.664921,prepared_cpu,/tmp/midas-gc-1m-ha-hma7-300-trail-output-v1,{}
2026-08-06,2026-07-31T16:14:33.859Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_500,heikin_ashi,4088,Adx,reference,,,signal_best_risk_ratio,0,0,false,0,0,3150.00,161.28,2988.72,548.04,5.453471,28,30,50.0000,2.198777,batch_cpu_reference,/tmp/midas-es-volume500-ha-adx-output-v1,"{""native_adx.adx_length"":21,""native_adx.adx_entry_threshold"":30,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,signal_best_risk_ratio,0,0,false,0,0,13790.00,80.60,13709.40,2849.30,4.811498,13,17,61.5385,3.089529,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20}"
2026-08-06,2026-07-31T16:14:33.859Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_500,heikin_ashi,4088,Adx,reference,,,tpsl_best_risk_and_net,0,20,false,0,0,3175.00,161.28,3013.72,550.92,5.470341,28,30,50.0000,2.221049,batch_cpu_reference,/tmp/midas-es-volume500-ha-adx-tpsl-output-v1,"{""native_adx.adx_length"":21,""native_adx.adx_entry_threshold"":30,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":0,""native_adx.stop_loss_ticks"":20}"
2026-08-06,2026-07-31T16:14:33.859Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_500,heikin_ashi,4088,Adx,reference,,,trail_best_risk_ratio,0,20,true,60,60,3175.00,161.28,3013.72,550.92,5.470341,28,30,50.0000,2.221049,batch_cpu_reference,/tmp/midas-es-volume500-ha-adx-trail-output-v1,"{""native_adx.adx_length"":21,""native_adx.adx_entry_threshold"":30,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":0,""native_adx.stop_loss_ticks"":20,""native_adx.trail_trigger_ticks"":60,""native_adx.trail_offset_ticks"":60}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,tpsl_best_net_robust,0,100,false,0,0,14450.00,80.60,14369.40,2015.50,7.129447,13,17,53.8462,3.748967,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-tpsl-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":0,""native_adx.stop_loss_ticks"":100}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,trail_best_net_robust,0,100,true,80,5,7159.99,80.60,7079.40,1009.30,7.014168,13,17,76.9231,3.345259,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-trail-robust-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":0,""native_adx.stop_loss_ticks"":100,""native_adx.trail_trigger_ticks"":80,""native_adx.trail_offset_ticks"":5}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,tpsl_short_window_high_ratio,60,0,false,0,0,7800.00,80.60,7719.40,3.10,2490.129032,13,17,100.0000,,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-tpsl-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":60,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,trail_short_window_high_ratio,60,0,true,60,40,4600.00,80.60,4519.40,1009.30,4.477757,13,17,84.6154,3.245776,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-trail-highratio-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":60,""native_adx.stop_loss_ticks"":0,""native_adx.trail_trigger_ticks"":60,""native_adx.trail_offset_ticks"":40}"
2026-08-06,2026-07-31T16:14:33.859Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_500,heikin_ashi,4088,Adx,reference,,,small_tp_low_drawdown,5,0,false,0,0,1112.50,161.28,951.22,307.66,3.091790,28,30,89.2857,3.035653,batch_cpu_reference,/tmp/midas-es-volume500-ha-adx-small-tp-output-v1,"{""native_adx.adx_length"":21,""native_adx.adx_entry_threshold"":30,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":5,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-31T16:14:33.859Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_500,heikin_ashi,4088,Adx,reference,,,small_tp_best_net,20,20,false,0,0,1412.50,161.28,1251.22,550.92,2.271146,28,30,53.5714,1.518666,batch_cpu_reference,/tmp/midas-es-volume500-ha-adx-small-tp-output-v1,"{""native_adx.adx_length"":21,""native_adx.adx_entry_threshold"":30,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":20,""native_adx.stop_loss_ticks"":20}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,small_tp_low_drawdown_artifact,5,0,false,0,0,650.00,80.60,569.40,3.10,183.677419,13,17,100.0000,,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-small-tp-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":5,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,small_tp_best_net_artifact,20,0,false,0,0,2600.00,80.60,2519.40,3.10,812.709677,13,17,100.0000,,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-small-tp-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":20,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,tp50_70_sweep_low_endpoint,50,0,false,0,0,6500.00,80.60,6419.40,3.10,2070.774194,13,17,100.0000,,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-tp50-70-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":50,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,tp50_70_sweep_high_endpoint,70,0,false,0,0,9100.00,80.60,9019.40,3.10,2909.483871,13,17,100.0000,,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-tp50-70-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":70,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,tp70_80_last_all_winners,72,0,false,0,0,9360.00,80.60,9279.40,3.10,2993.354839,13,17,100.0000,,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-tp70-80-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":72,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,tp70_80_breakpoint,75,0,false,0,0,8560.00,80.60,8479.40,449.30,18.872468,13,17,92.3077,20.003586,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-tp70-80-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":75,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,tp70_80_high_endpoint,80,0,false,0,0,9160.00,80.60,9079.40,449.30,20.207879,13,17,92.3077,21.348274,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-tp70-80-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":80,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,tp60_72_candidate,62,0,false,0,0,8060.00,80.60,7979.40,3.10,2574.000000,13,17,100.0000,,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-tp50-70-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":62,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,tp60_72_candidate,65,0,false,0,0,8450.00,80.60,8369.40,3.10,2699.806452,13,17,100.0000,,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-tp50-70-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":65,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,tp60_72_candidate,68,0,false,0,0,8840.00,80.60,8759.40,3.10,2825.612903,13,17,100.0000,,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-tp50-70-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":68,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.371Z/2026-08-03T23:19:31.502Z,GC,GCZ6,volume_500,heikin_ashi,903,Adx,reference,,,tp70_80_candidate,78,0,false,0,0,8920.00,80.60,8839.40,449.30,19.673714,13,17,92.3077,20.810398,batch_cpu_reference,/tmp/midas-gc-volume500-ha-adx-tp70-80-output-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":78,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-31T16:14:33.859Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_500,heikin_ashi,4088,Adx,reference,,,tp60_80_low_endpoint,60,0,false,0,0,2362.50,161.28,2201.22,550.92,3.995535,28,30,50.0000,1.882911,batch_cpu_reference,/tmp/midas-es-volume500-ha-adx-tp60-80-output-v1,"{""native_adx.adx_length"":21,""native_adx.adx_entry_threshold"":30,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":60,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-31T16:14:33.859Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_500,heikin_ashi,4088,Adx,reference,,,tp60_80_best_net,72,0,false,0,0,2962.50,161.28,2801.22,550.92,5.084622,28,30,50.0000,2.123571,batch_cpu_reference,/tmp/midas-es-volume500-ha-adx-tp60-80-output-v1,"{""native_adx.adx_length"":21,""native_adx.adx_entry_threshold"":30,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":72,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-31T16:14:33.859Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_500,heikin_ashi,4088,Adx,reference,,,tp60_80_high_endpoint,80,0,false,0,0,2812.50,161.28,2651.22,550.92,4.812350,28,30,50.0000,2.063406,batch_cpu_reference,/tmp/midas-es-volume500-ha-adx-tp60-80-output-v1,"{""native_adx.adx_length"":21,""native_adx.adx_entry_threshold"":30,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":80,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-30T14:20:41.549Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_1000,heikin_ashi,4096,Adx,reference,,,signal_best_robustness,0,0,false,0,0,3950.00,345.60,3604.40,2097.92,1.718083,60,63,40.0000,1.366585,batch_cpu_reference,/tmp/midas-es-volume1000-ha-adx-output-v1,"{""native_adx.adx_length"":21,""native_adx.adx_entry_threshold"":25,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":0}"
2026-08-06,2026-07-27T22:00:00.003Z/2026-08-03T23:16:05.283Z,ES,ESU6,volume_5500,heikin_ashi,1452,Adx,reference,,,signal_best_robustness,0,0,false,0,0,21562.50,80.64,21481.86,1461.52,14.698300,14,19,78.5714,13.509236,batch_cpu_reference,/tmp/midas-es-volume5500-ha-adx-output-v1,"{""native_adx.adx_length"":14,""native_adx.adx_entry_threshold"":25,""native_adx.adx_exit_threshold"":15,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20}"
2026-08-06,2026-07-30T14:20:41.549Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_1000,heikin_ashi,4096,Adx,reference,,,expanded_best_robustness,0,0,false,0,0,11612.50,74.88,11537.62,1164.40,9.908640,13,16,46.1538,5.349191,batch_cpu_reference,/tmp/midas-es-volume1000-ha-adx-expanded-v1,"{""native_adx.adx_length"":42,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":5,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":3,""native_adx.breakout_lookback"":10}"
2026-08-06,2026-07-30T14:20:41.549Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_1000,heikin_ashi,4096,Adx,reference,,,expanded_best_net_pnl,0,0,false,0,0,12525.00,69.12,12455.88,1572.06,7.923285,12,15,58.3333,7.101935,batch_cpu_reference,/tmp/midas-es-volume1000-ha-adx-expanded-v1,"{""native_adx.adx_length"":35,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":3,""native_adx.breakout_lookback"":10}"
2026-08-06,2026-07-27T22:00:00.003Z/2026-08-03T23:16:05.283Z,ES,ESU6,volume_5500,heikin_ashi,1452,Adx,reference,,,expanded_best_robustness,0,0,false,0,0,17037.50,63.36,16974.14,405.76,41.832955,11,16,81.8182,38.802637,batch_cpu_reference,/tmp/midas-es-volume5500-ha-adx-expanded-v1,"{""native_adx.adx_length"":21,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":3,""native_adx.breakout_lookback"":10}"
2026-08-06,2026-07-27T22:00:00.003Z/2026-08-03T23:16:05.283Z,ES,ESU6,volume_5500,heikin_ashi,1452,Adx,reference,,,expanded_best_net_pnl,0,0,false,0,0,17762.50,155.52,17606.98,2549.02,6.907353,27,32,55.5556,2.859410,batch_cpu_reference,/tmp/midas-es-volume5500-ha-adx-expanded-v1,"{""native_adx.adx_length"":5,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":5,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":3,""native_adx.breakout_lookback"":10}"
2026-08-06,2026-07-30T14:20:41.549Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_1000,heikin_ashi,4096,Adx,reference,,,expanded_complete_best_robustness,0,0,false,0,0,11462.50,74.88,11387.62,1164.40,9.779818,13,16,46.1538,5.292647,batch_cpu_reference,/tmp/midas-es-volume1000-ha-adx-expanded-complete-v1,"{""native_adx.adx_length"":42,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":5,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":3,""native_adx.breakout_lookback"":20}"
2026-08-06,2026-07-30T14:20:41.549Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_1000,heikin_ashi,4096,Adx,reference,,,expanded_complete_best_net_pnl,0,0,false,0,0,12525.00,69.12,12455.88,1572.06,7.923285,12,15,58.3333,7.101935,batch_cpu_reference,/tmp/midas-es-volume1000-ha-adx-expanded-complete-v1,"{""native_adx.adx_length"":35,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":3,""native_adx.breakout_lookback"":10}"
2026-08-06,2026-07-27T22:00:00.003Z/2026-08-03T23:16:05.283Z,ES,ESU6,volume_5500,heikin_ashi,1452,Adx,reference,,,expanded_complete_best_robustness,0,0,false,0,0,21337.50,103.68,21233.82,2174.02,9.767077,18,23,72.2222,6.286911,batch_cpu_reference,/tmp/midas-es-volume5500-ha-adx-expanded-complete-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":5,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20}"
2026-08-06,2026-07-27T22:00:00.003Z/2026-08-03T23:16:05.283Z,ES,ESU6,volume_5500,heikin_ashi,1452,Adx,reference,,,expanded_complete_best_net_pnl,0,0,false,0,0,21562.50,80.64,21481.86,1461.52,14.698300,14,19,78.5714,13.509236,batch_cpu_reference,/tmp/midas-es-volume5500-ha-adx-expanded-complete-v1,"{""native_adx.adx_length"":14,""native_adx.adx_entry_threshold"":25,""native_adx.adx_exit_threshold"":15,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20}"
2026-08-06,2026-07-30T14:20:41.549Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_1000,heikin_ashi,4096,Adx,reference,,,trail_best_net_drawdown,0,0,true,30,60,12887.50,74.88,12812.62,864.40,14.822559,13,26,61.5385,8.103127,batch_cpu_reference,/tmp/midas-es-volume1000-adx42-20-5-trail-v1,"{""native_adx.adx_length"":42,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":5,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":3,""native_adx.breakout_lookback"":20}"
2026-08-06,2026-07-30T14:20:41.549Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_1000,heikin_ashi,4096,Adx,reference,,,trail_best_robustness,0,0,true,60,60,9975.00,69.12,9905.88,1195.16,8.288330,12,24,66.6667,7.150658,batch_cpu_reference,/tmp/midas-es-volume1000-adx35-20-10-trail-v1,"{""native_adx.adx_length"":35,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":10,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":3,""native_adx.breakout_lookback"":10}"
2026-08-06,2026-07-27T22:00:00.003Z/2026-08-03T23:16:05.283Z,ES,ESU6,volume_5500,heikin_ashi,1452,Adx,reference,,,trail_best_robustness,0,0,true,60,60,15787.50,103.68,15683.82,1664.40,9.423107,18,36,77.7778,6.275348,batch_cpu_reference,/tmp/midas-es-volume5500-adx7-20-5-trail-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":5,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20}"
2026-08-06,2026-07-27T22:00:00.003Z/2026-08-03T23:16:05.283Z,ES,ESU6,volume_5500,heikin_ashi,1452,Adx,reference,,,trail_best_robustness,0,0,true,60,60,15787.50,80.64,15706.86,1083.64,14.494537,14,28,85.7143,12.752058,batch_cpu_reference,/tmp/midas-es-volume5500-adx14-25-15-trail-v1,"{""native_adx.adx_length"":14,""native_adx.adx_entry_threshold"":25,""native_adx.adx_exit_threshold"":15,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20}"
2026-08-06,2026-07-30T14:20:41.549Z/2026-08-03T23:59:55.024Z,ES,ESU6,volume_1000,heikin_ashi,4096,Adx,reference,,,sim_test_perfect_win_artifact,10,0,false,0,0,1625.00,74.88,1550.12,2.88,538.236111,13,26,100.0000,,batch_cpu_reference,/tmp/midas-es-volume1000-adx42-20-5-tpsl-v1,"{""native_adx.adx_length"":42,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":5,""native_adx.di_imbalance_threshold"":0.1,""native_adx.slope_lookback"":3,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":10,""native_adx.stop_loss_ticks"":0}"
2026-08-06,2026-07-27T22:00:00.003Z/2026-08-03T23:16:05.283Z,ES,ESU6,volume_5500,heikin_ashi,1452,Adx,reference,,,sim_test_perfect_win_artifact,10,80,false,0,0,2250.00,103.68,2146.32,2.88,745.250000,18,36,100.0000,,batch_cpu_reference,/tmp/midas-es-volume5500-adx7-20-5-tpsl-v1,"{""native_adx.adx_length"":7,""native_adx.adx_entry_threshold"":20,""native_adx.adx_exit_threshold"":5,""native_adx.di_imbalance_threshold"":0.05,""native_adx.slope_lookback"":1,""native_adx.breakout_lookback"":20,""native_adx.take_profit_ticks"":10,""native_adx.stop_loss_ticks"":80}"
